artist_id,artist_name,tier,artist_popularity,artist_followers,listener_id,repeat_play_rate,playlist_save_rate,share_rate,discography_breadth,follow_tenure_months,concert_page_views,superfan_score,reserved_threshold,reserved_eligible
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0230,0.3989,0.6234,0.0231,0.3607,54.6,3,38.61,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0278,0.3812,0.4898,0.0745,0.4346,80.7,2,38.54,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0333,0.4875,0.2155,0.3333,0.3999,61.1,2,36.6,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0346,0.3962,0.7057,0.0734,0.3909,20.5,1,38.45,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0357,0.3236,0.4472,0.0633,0.3739,94.3,1,35.56,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0376,0.1529,0.5704,0.1169,0.6984,91.3,1,38.93,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0409,0.3762,0.3923,0.1799,0.3658,74.5,2,35.99,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0416,0.4012,0.5321,0.0522,0.3192,73.5,0,37.03,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0454,0.6399,0.1975,0.0197,0.3554,67.7,4,36.41,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0482,0.541,0.4017,0.4171,0.3587,46.0,2,42.24,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0521,0.333,0.3497,0.7276,0.4694,25.7,1,39.08,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0560,0.4288,0.4277,0.2323,0.3528,50.8,2,37.07,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0575,0.2819,0.4483,0.3575,0.516,108.1,1,42.02,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0620,0.2966,0.6691,0.0022,0.2559,120.0,1,39.75,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0628,0.4789,0.7228,0.451,0.19,2.7,1,42.53,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0655,0.3821,0.6347,0.1812,0.3246,73.4,3,41.78,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0695,0.2937,0.7316,0.1151,0.8349,109.0,1,50.69,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0718,0.2624,0.7063,0.3673,0.4097,16.5,0,38.55,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0736,0.4913,0.3212,0.2299,0.4431,28.9,3,36.02,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0745,0.7302,0.3061,0.4688,0.1956,1.1,1,39.87,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0759,0.2177,0.6973,0.0407,0.4555,47.1,1,35.58,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0760,0.4558,0.3335,0.0744,0.3862,89.3,1,36.61,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0794,0.3949,0.5527,0.0407,0.4483,67.9,1,38.91,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0813,0.4256,0.2324,0.0841,0.5146,120.0,2,38.06,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0815,0.6758,0.4158,0.1094,0.3443,32.7,1,40.45,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0826,0.2299,0.4852,0.1616,0.2719,120.0,0,35.53,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0829,0.4086,0.3378,0.2939,0.3758,120.0,1,41.0,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0845,0.4958,0.5074,0.2101,0.0716,103.0,3,41.12,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0847,0.4319,0.189,0.6586,0.3832,120.0,1,43.56,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0875,0.4264,0.6194,0.0438,0.272,36.8,1,36.33,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0891,0.3309,0.4425,0.0218,0.4676,95.7,1,36.56,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0901,0.3449,0.4873,0.0237,0.4484,109.9,2,39.27,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0903,0.3199,0.533,0.0355,0.3652,120.0,2,39.43,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0924,0.7934,0.3031,0.0732,0.0688,120.0,2,44.01,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0928,0.4612,0.7994,0.0184,0.1628,32.3,0,39.23,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0952,0.3689,0.7013,0.0853,0.3648,0.5,2,35.89,35.413999999999994,True
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,A-List Stadium,97,99648910,1Xyo4u8uXC1ZmMpatF05PJ_0998,0.3752,0.4314,0.1891,0.6496,48.7,1,38.93,35.413999999999994,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0021,0.4562,0.1189,0.0748,0.6003,108.1,0,35.8,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0059,0.5094,0.5558,0.0762,0.1075,40.5,2,35.81,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0088,0.3438,0.6668,0.0142,0.3025,72.3,2,38.26,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0093,0.4521,0.3938,0.2362,0.5194,16.5,3,36.86,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0101,0.5229,0.4217,0.0769,0.483,54.6,1,39.43,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0119,0.2932,0.6494,0.2426,0.373,26.6,2,36.98,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0133,0.2004,0.6524,0.2386,0.3549,72.1,1,37.48,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0143,0.4697,0.5431,0.0351,0.2211,120.0,1,41.76,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0152,0.1092,0.739,0.062,0.5083,63.4,1,35.84,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0188,0.5048,0.3406,0.0888,0.4351,44.2,3,35.95,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0203,0.329,0.6303,0.1372,0.6371,9.8,1,38.31,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0214,0.3499,0.4782,0.0756,0.3547,78.8,1,35.72,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0225,0.6236,0.4521,0.0174,0.2395,51.3,5,39.39,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0252,0.2618,0.5468,0.0945,0.6352,37.3,0,35.57,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0263,0.5534,0.5557,0.1274,0.2683,2.4,0,36.63,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0292,0.396,0.5239,0.042,0.5371,78.4,2,40.69,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0304,0.4576,0.8503,0.069,0.0689,35.0,2,40.47,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0316,0.4322,0.7266,0.1151,0.6132,29.7,1,44.78,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0330,0.5522,0.1984,0.0973,0.5821,47.0,1,35.88,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0333,0.2464,0.6286,0.0255,0.1127,120.0,3,35.93,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0344,0.2467,0.696,0.1088,0.3011,69.3,3,37.48,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0435,0.3005,0.702,0.002,0.4228,88.5,1,40.56,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0453,0.3606,0.4595,0.3625,0.3579,20.0,3,35.53,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0469,0.5276,0.6101,0.1031,0.2718,56.2,2,41.88,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0482,0.3407,0.3542,0.2858,0.5851,47.6,0,36.11,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0492,0.5689,0.7641,0.0836,0.3076,11.8,1,43.27,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0494,0.3454,0.3434,0.0477,0.4464,120.0,0,36.36,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0502,0.2874,0.5221,0.3669,0.4445,54.9,0,38.42,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0526,0.494,0.5359,0.1968,0.0969,50.2,1,37.06,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0531,0.3796,0.9442,0.0132,0.2608,9.6,2,40.4,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0554,0.3237,0.7049,0.3144,0.108,120.0,1,43.92,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0563,0.1042,0.6429,0.2134,0.5279,82.1,2,37.66,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0580,0.588,0.3531,0.0176,0.4812,25.0,2,36.53,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0584,0.4865,0.4217,0.2542,0.2793,22.4,2,35.51,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0591,0.403,0.5405,0.1231,0.5168,9.6,0,36.0,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0616,0.3516,0.402,0.0232,0.3503,120.0,0,36.2,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0617,0.1445,0.7403,0.196,0.2096,76.8,3,36.07,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0632,0.5176,0.6036,0.0177,0.5259,29.9,2,41.77,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0654,0.3564,0.419,0.3795,0.6778,59.3,3,42.72,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0670,0.6627,0.2314,0.1618,0.5821,42.8,2,40.9,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0684,0.1688,0.739,0.255,0.354,49.4,0,36.79,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0696,0.4991,0.5541,0.0402,0.2926,62.9,2,39.56,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0697,0.3565,0.4706,0.3504,0.5027,89.8,4,43.74,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0705,0.3276,0.5514,0.1327,0.4199,58.3,1,37.01,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0725,0.4402,0.698,0.0876,0.2,16.3,2,36.83,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0761,0.5095,0.486,0.2491,0.4438,71.8,3,44.56,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0836,0.5694,0.536,0.1774,0.401,63.7,2,44.97,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0919,0.3347,0.3635,0.204,0.4558,120.0,0,39.03,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0966,0.722,0.3421,0.2963,0.2543,55.8,4,44.12,35.491,True
3TVXtAsR1Inumwj472S9r4,Drake,A-List Stadium,94,71081788,3TVXtAsR1Inumwj472S9r4_0973,0.5101,0.5746,0.0894,0.2306,120.0,0,44.47,35.491,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0018,0.5469,0.5819,0.1802,0.0673,26.8,1,37.15,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0021,0.3364,0.6578,0.0046,0.4817,65.6,0,39.3,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0022,0.3744,0.5909,0.0381,0.4512,47.9,1,37.58,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0056,0.411,0.3274,0.1452,0.582,120.0,1,41.67,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0075,0.2492,0.7516,0.0946,0.5889,32.9,4,40.26,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0106,0.6959,0.6121,0.0325,0.3844,39.7,3,46.49,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0121,0.5199,0.1542,0.1935,0.3785,120.0,2,38.53,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0128,0.3107,0.6182,0.0637,0.6489,34.7,0,38.36,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0143,0.2167,0.7519,0.2944,0.4189,11.1,1,37.18,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0156,0.4105,0.364,0.0235,0.8292,81.6,0,41.01,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0167,0.3429,0.7616,0.0093,0.3217,47.4,1,38.49,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0174,0.319,0.654,0.0555,0.4439,46.8,1,37.56,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0218,0.3712,0.6429,0.1077,0.0609,71.7,4,36.71,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0234,0.139,0.6236,0.2771,0.6312,105.1,2,42.65,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0241,0.3349,0.3721,0.3159,0.7887,30.9,1,38.75,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0272,0.3777,0.6057,0.0691,0.3268,78.6,2,39.46,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0279,0.243,0.5577,0.0433,0.7191,46.1,1,36.76,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0285,0.051,0.7446,0.3092,0.3979,82.4,1,37.87,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0295,0.699,0.2561,0.5911,0.4076,15.4,3,44.39,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0308,0.4213,0.6684,0.3432,0.4417,4.9,4,42.53,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0351,0.3573,0.5979,0.2409,0.3912,120.0,3,45.9,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0365,0.2587,0.8279,0.0488,0.2132,57.0,4,38.14,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0373,0.5109,0.3172,0.0793,0.591,120.0,1,43.56,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0411,0.6184,0.6036,0.3514,0.3303,19.0,2,45.95,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0427,0.4734,0.736,0.189,0.2677,53.1,3,44.63,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0444,0.392,0.5739,0.0283,0.3365,70.2,1,37.68,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0478,0.3335,0.4145,0.0778,0.5114,97.8,0,37.35,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0490,0.1555,0.4288,0.1711,0.543,120.0,1,36.35,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0540,0.283,0.6905,0.246,0.4741,1.3,0,36.66,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0565,0.471,0.1401,0.3969,0.4311,72.8,2,36.62,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0576,0.2335,0.8217,0.0961,0.3224,47.9,1,38.07,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0586,0.4452,0.6121,0.0371,0.7541,13.1,2,42.12,36.35,True
06HL4z0CvFAxyc27GXpf02,Taylor Swift,A-List Stadium,92,85788921,06HL4z0CvFAxyc27GXpf02_0613,0.4648,0.4928,0.1079,0.3173,59.7,3,38.37,36.35,True
